gen,env,predicted.value,standard.error,upper.Confidence.limit,lower.Confidence.limit,est.status
1,ID_2019_4,3.85,0.31,4.46,3.25,Estimable
1,OR_2018_3,4.66,0.4,5.45,3.87,Estimable
1,OR_2019_4,5.93,0.55,7.01,4.86,Estimable
1,OR_2020_4,4.2,0.39,4.96,3.45,Estimable
1,WA_2018_3,3.21,0.33,3.85,2.56,Estimable
1,WA_2019_5,4.24,0.61,5.43,3.04,Estimable
1,WA_2020_5,2.77,0.51,3.77,1.77,Estimable
2,ID_2019_4,3.96,0.32,4.58,3.34,Estimable
2,OR_2018_3,4.09,0.34,4.76,3.43,Estimable
2,OR_2019_4,6.09,0.54,7.15,5.03,Estimable
2,OR_2020_4,4.46,0.36,5.17,3.76,Estimable
2,WA_2018_3,3.15,0.32,3.78,2.53,Estimable
2,WA_2019_5,3.58,0.6,4.76,2.4,Estimable
2,WA_2020_5,3.08,0.48,4.01,2.15,Estimable
3,ID_2019_4,3.84,0.32,4.47,3.21,Estimable
3,OR_2018_3,3.94,0.39,4.7,3.18,Estimable
3,OR_2019_4,5.99,0.55,7.07,4.92,Estimable
3,OR_2020_4,4.3,0.38,5.05,3.54,Estimable
3,WA_2018_3,3.47,0.33,4.11,2.83,Estimable
3,WA_2019_5,3.96,0.61,5.16,2.77,Estimable
3,WA_2020_5,3.52,0.5,4.51,2.54,Estimable
4,ID_2019_4,2.77,0.31,3.38,2.16,Estimable
4,OR_2018_3,2.56,0.3,3.14,1.98,Estimable
4,OR_2019_4,1.58,0.53,2.62,0.54,Estimable
4,OR_2020_4,1.92,0.33,2.57,1.28,Estimable
4,WA_2018_3,2.32,0.29,2.89,1.75,Estimable
4,WA_2019_5,1.68,0.37,2.41,0.95,Estimable
4,WA_2020_5,1.8,0.41,2.61,0.99,Estimable
5,ID_2019_4,3.58,0.3,4.16,2.99,Estimable
5,OR_2018_3,3.64,0.3,4.22,3.06,Estimable
5,OR_2019_4,5.63,0.53,6.67,4.58,Estimable
5,OR_2020_4,3.98,0.33,4.63,3.32,Estimable
5,WA_2018_3,2.47,0.32,3.1,1.83,Estimable
5,WA_2019_5,2.59,0.61,3.78,1.4,Estimable
5,WA_2020_5,2.05,0.49,3.01,1.09,Estimable
6,ID_2019_4,3.52,0.32,4.14,2.89,Estimable
6,OR_2018_3,3.42,0.4,4.2,2.64,Estimable
6,OR_2019_4,5.67,0.55,6.75,4.59,Estimable
6,OR_2020_4,3.56,0.38,4.31,2.81,Estimable
6,WA_2018_3,2.66,0.32,3.28,2.03,Estimable
6,WA_2019_5,2.42,0.6,3.6,1.24,Estimable
6,WA_2020_5,1.94,0.47,2.86,1.01,Estimable
7,ID_2019_4,2.89,0.3,3.47,2.3,Estimable
7,OR_2018_3,1.37,0.3,1.95,0.79,Estimable
7,OR_2019_4,0.47,0.53,1.52,-0.57,Estimable
7,OR_2020_4,0.83,0.33,1.49,0.18,Estimable
7,WA_2018_3,2.66,0.31,3.27,2.06,Estimable
7,WA_2019_5,4.14,0.44,5.02,3.27,Estimable
7,WA_2020_5,2.65,0.45,3.54,1.76,Estimable
8,ID_2019_4,2.45,0.31,3.06,1.83,Estimable
8,OR_2018_3,0.25,0.34,0.93,-0.42,Estimable
8,OR_2019_4,-0.05,0.54,1.02,-1.11,Estimable
8,OR_2020_4,0.7,0.38,1.44,-0.04,Estimable
8,WA_2018_3,1.85,0.35,2.53,1.17,Estimable
8,WA_2019_5,0.58,0.45,1.47,-0.31,Estimable
9,ID_2019_4,2.48,0.31,3.09,1.87,Estimable
9,OR_2018_3,0.42,0.38,1.17,-0.34,Estimable
9,OR_2019_4,-0.09,0.55,0.98,-1.16,Estimable
9,OR_2020_4,0.6,0.38,1.34,-0.14,Estimable
9,WA_2018_3,1.86,0.32,2.5,1.23,Estimable
9,WA_2019_5,0.82,0.6,2,-0.37,Estimable
9,WA_2020_5,1.64,0.49,2.59,0.68,Estimable
10,ID_2019_4,2.89,0.32,3.52,2.26,Estimable
10,OR_2018_3,2.76,0.35,3.45,2.08,Estimable
10,OR_2019_4,1.62,0.54,2.69,0.55,Estimable
10,OR_2020_4,2.07,0.37,2.79,1.35,Estimable
10,WA_2018_3,2.56,0.32,3.2,1.92,Estimable
10,WA_2019_5,2.42,0.61,3.61,1.23,Estimable
10,WA_2020_5,2.26,0.49,3.23,1.29,Estimable
11,ID_2019_4,2.64,0.31,3.26,2.02,Estimable
11,OR_2018_3,1.19,0.35,1.88,0.5,Estimable
11,OR_2019_4,0.25,0.54,1.32,-0.82,Estimable
11,OR_2020_4,0.93,0.37,1.66,0.2,Estimable
11,WA_2018_3,2.23,0.31,2.83,1.62,Estimable
11,WA_2019_5,2.14,0.6,3.31,0.96,Estimable
11,WA_2020_5,2.05,0.44,2.91,1.18,Estimable
12,ID_2019_4,2.36,0.3,2.96,1.76,Estimable
12,OR_2018_3,0.51,0.35,1.19,-0.17,Estimable
12,OR_2019_4,-0.09,0.54,0.97,-1.15,Estimable
12,OR_2020_4,0.6,0.38,1.34,-0.14,Estimable
12,WA_2018_3,1.73,0.36,2.43,1.02,Estimable
12,WA_2019_5,0.88,0.63,2.11,-0.35,Estimable
13,ID_2019_4,2.77,0.32,3.39,2.15,Estimable
13,OR_2018_3,1.28,0.35,1.97,0.6,Estimable
13,OR_2019_4,1,0.55,2.07,-0.07,Estimable
13,OR_2020_4,1.73,0.38,2.46,0.99,Estimable
13,WA_2018_3,2.3,0.32,2.93,1.68,Estimable
13,WA_2019_5,1.93,0.6,3.11,0.75,Estimable
13,WA_2020_5,2.55,0.48,3.49,1.62,Estimable
14,ID_2019_4,3.07,0.27,3.61,2.53,Estimable
14,OR_2018_3,2.16,0.38,2.91,1.41,Estimable
14,OR_2019_4,2.89,0.54,3.96,1.83,Estimable
14,OR_2020_4,2.25,0.37,2.99,1.52,Estimable
14,WA_2018_3,2.62,0.29,3.2,2.05,Estimable
14,WA_2019_5,3.01,0.37,3.74,2.28,Estimable
14,WA_2020_5,2.42,0.42,3.24,1.61,Estimable
15,ID_2019_4,3,0.32,3.62,2.38,Estimable
15,OR_2018_3,1.95,0.3,2.53,1.36,Estimable
15,OR_2019_4,2.93,0.53,3.97,1.88,Estimable
15,OR_2020_4,2.9,0.33,3.56,2.25,Estimable
15,WA_2018_3,2.14,0.31,2.75,1.54,Estimable
15,WA_2019_5,1.71,0.44,2.58,0.84,Estimable
15,WA_2020_5,2.32,0.45,3.21,1.43,Estimable
16,ID_2019_4,2.53,0.32,3.17,1.9,Estimable
16,OR_2018_3,0.43,0.36,1.14,-0.28,Estimable
16,OR_2019_4,0.09,0.55,1.16,-0.98,Estimable
16,OR_2020_4,0.85,0.39,1.61,0.09,Estimable
16,WA_2018_3,2.17,0.33,2.82,1.51,Estimable
16,WA_2019_5,2.63,0.38,3.37,1.88,Estimable
17,ID_2019_4,2.82,0.32,3.46,2.19,Estimable
17,OR_2018_3,2.22,0.29,2.79,1.65,Estimable
17,OR_2019_4,1.93,0.53,2.97,0.89,Estimable
17,OR_2020_4,2.14,0.33,2.79,1.5,Estimable
17,WA_2018_3,2.08,0.36,2.78,1.37,Estimable
17,WA_2019_5,1.69,0.63,2.92,0.46,Estimable
18,ID_2019_4,3.6,0.3,4.2,3,Estimable
18,OR_2018_3,1.67,0.3,2.25,1.08,Estimable
18,OR_2019_4,3.61,0.53,4.65,2.56,Estimable
18,OR_2020_4,2.53,0.34,3.2,1.86,Estimable
18,WA_2018_3,2.37,0.36,3.07,1.66,Estimable
18,WA_2019_5,2.46,0.63,3.69,1.24,Estimable
19,ID_2019_4,2.54,0.27,3.07,2,Estimable
19,OR_2018_3,2.87,0.37,3.6,2.15,Estimable
19,OR_2019_4,1.5,0.54,2.56,0.43,Estimable
19,OR_2020_4,2.02,0.37,2.75,1.28,Estimable
19,WA_2018_3,3.22,0.29,3.8,2.65,Estimable
19,WA_2019_5,4.86,0.37,5.6,4.13,Estimable
19,WA_2020_5,3.27,0.42,4.09,2.45,Estimable
20,ID_2019_4,3.01,0.32,3.64,2.39,Estimable
20,OR_2018_3,4.19,0.3,4.77,3.61,Estimable
20,OR_2019_4,2.46,0.53,3.51,1.42,Estimable
20,OR_2020_4,2.71,0.33,3.36,2.05,Estimable
20,WA_2018_3,2.44,0.32,3.08,1.81,Estimable
20,WA_2019_5,2.03,0.61,3.21,0.84,Estimable
20,WA_2020_5,1.57,0.49,2.53,0.61,Estimable
21,ID_2019_4,3.03,0.3,3.62,2.45,Estimable
21,OR_2018_3,2.81,0.34,3.48,2.14,Estimable
21,OR_2019_4,2.58,0.54,3.64,1.52,Estimable
21,OR_2020_4,2.73,0.37,3.45,2.01,Estimable
21,WA_2018_3,2.22,0.32,2.86,1.59,Estimable
21,WA_2019_5,1.54,0.61,2.73,0.35,Estimable
21,WA_2020_5,1.95,0.5,2.92,0.97,Estimable
22,ID_2019_4,3.3,0.28,3.84,2.76,Estimable
22,OR_2018_3,2.75,0.29,3.32,2.18,Estimable
22,OR_2019_4,2.09,0.53,3.12,1.05,Estimable
22,OR_2020_4,2.36,0.32,2.99,1.73,Estimable
22,WA_2018_3,2.56,0.32,3.18,1.94,Estimable
22,WA_2019_5,2.36,0.6,3.54,1.18,Estimable
22,WA_2020_5,2.36,0.47,3.28,1.45,Estimable
23,ID_2019_4,2.74,0.27,3.27,2.2,Estimable
23,OR_2018_3,2.7,0.3,3.28,2.12,Estimable
23,OR_2019_4,1.85,0.53,2.89,0.81,Estimable
23,OR_2020_4,2.21,0.33,2.86,1.56,Estimable
23,WA_2018_3,2.37,0.3,2.97,1.77,Estimable
23,WA_2019_5,2.47,0.6,3.64,1.3,Estimable
23,WA_2020_5,2.01,0.43,2.86,1.16,Estimable
24,ID_2019_4,2.61,0.32,3.24,1.98,Estimable
24,OR_2018_3,1.67,0.41,2.47,0.87,Estimable
24,OR_2019_4,0.35,0.55,1.43,-0.73,Estimable
24,OR_2020_4,1.07,0.39,1.82,0.31,Estimable
24,WA_2018_3,2.2,0.33,2.84,1.55,Estimable
24,WA_2019_5,2.05,0.61,3.24,0.86,Estimable
24,WA_2020_5,1.83,0.51,2.82,0.84,Estimable
25,ID_2019_4,4.7,0.32,5.33,4.07,Estimable
25,OR_2018_3,5.31,0.37,6.04,4.58,Estimable
25,OR_2019_4,5.22,0.55,6.29,4.15,Estimable
25,OR_2020_4,3.84,0.38,4.58,3.09,Estimable
25,WA_2018_3,5.58,0.32,6.21,4.95,Estimable
25,WA_2019_5,7.49,0.49,8.45,6.53,Estimable
25,WA_2020_5,5.89,0.49,6.86,4.92,Estimable
26,ID_2019_4,3.64,0.32,4.27,3.02,Estimable
26,OR_2018_3,3.87,0.39,4.64,3.11,Estimable
26,OR_2019_4,3.69,0.55,4.77,2.62,Estimable
26,OR_2020_4,3.17,0.38,3.92,2.42,Estimable
26,WA_2018_3,3.02,0.33,3.67,2.37,Estimable
26,WA_2019_5,3.22,0.61,4.41,2.02,Estimable
26,WA_2020_5,2.77,0.51,3.77,1.76,Estimable
27,ID_2019_4,2.5,0.3,3.09,1.9,Estimable
27,OR_2018_3,0.84,0.34,1.51,0.17,Estimable
27,OR_2019_4,0.41,0.54,1.48,-0.65,Estimable
27,OR_2020_4,1.16,0.38,1.9,0.42,Estimable
27,WA_2018_3,1.99,0.36,2.7,1.29,Estimable
27,WA_2019_5,1.7,0.63,2.93,0.47,Estimable
28,ID_2019_4,2.29,0.3,2.88,1.69,Estimable
28,OR_2018_3,0.49,0.35,1.18,-0.2,Estimable
28,OR_2019_4,-0.06,0.54,1,-1.12,Estimable
28,OR_2020_4,0.7,0.37,1.42,-0.03,Estimable
28,WA_2018_3,1.64,0.35,2.32,0.96,Estimable
28,WA_2019_5,0.6,0.45,1.49,-0.29,Estimable
29,ID_2019_4,2.69,0.31,3.29,2.09,Estimable
29,OR_2018_3,0.6,0.4,1.39,-0.18,Estimable
29,OR_2019_4,0.06,0.55,1.14,-1.01,Estimable
29,OR_2020_4,0.64,0.38,1.39,-0.11,Estimable
29,WA_2018_3,2.14,0.32,2.76,1.53,Estimable
29,WA_2019_5,2.04,0.45,2.91,1.16,Estimable
29,WA_2020_5,2.07,0.48,3,1.13,Estimable
30,ID_2019_4,2.81,0.28,3.36,2.26,Estimable
30,OR_2018_3,2.6,0.3,3.18,2.01,Estimable
30,OR_2019_4,1.8,0.53,2.85,0.76,Estimable
30,OR_2020_4,1.87,0.34,2.54,1.2,Estimable
30,WA_2018_3,2.27,0.34,2.95,1.6,Estimable
30,WA_2019_5,2.22,0.45,3.1,1.33,Estimable
31,ID_2019_4,2.55,0.33,3.19,1.91,Estimable
31,OR_2018_3,1.04,0.36,1.75,0.33,Estimable
31,OR_2019_4,0.33,0.55,1.4,-0.74,Estimable
31,OR_2020_4,0.97,0.39,1.73,0.21,Estimable
31,WA_2018_3,2.14,0.36,2.85,1.43,Estimable
31,WA_2019_5,1.65,0.63,2.87,0.42,Estimable
32,ID_2019_4,3.35,0.31,3.96,2.74,Estimable
32,OR_2018_3,2.85,0.34,3.51,2.19,Estimable
32,OR_2019_4,2.3,0.54,3.36,1.24,Estimable
32,OR_2020_4,2.65,0.36,3.35,1.95,Estimable
32,WA_2018_3,3.72,0.29,4.3,3.15,Estimable
32,WA_2019_5,5.13,0.37,5.87,4.4,Estimable
32,WA_2020_5,4.34,0.42,5.16,3.53,Estimable
33,ID_2019_4,2.45,0.3,3.03,1.86,Estimable
33,OR_2018_3,0.38,0.35,1.07,-0.3,Estimable
33,OR_2019_4,0.1,0.54,1.17,-0.96,Estimable
33,OR_2020_4,0.61,0.38,1.35,-0.13,Estimable
33,WA_2018_3,1.66,0.32,2.29,1.03,Estimable
33,WA_2019_5,1.36,0.6,2.54,0.17,Estimable
33,WA_2020_5,1.37,0.49,2.33,0.42,Estimable
34,ID_2019_4,4.93,0.27,5.47,4.39,Estimable
34,OR_2018_3,4.21,0.34,4.89,3.54,Estimable
34,OR_2019_4,5.54,0.54,6.6,4.49,Estimable
34,OR_2020_4,4.76,0.36,5.47,4.05,Estimable
34,WA_2018_3,5.23,0.29,5.8,4.66,Estimable
34,WA_2019_5,6.41,0.37,7.14,5.68,Estimable
34,WA_2020_5,6.69,0.42,7.51,5.87,Estimable
35,ID_2019_4,3.27,0.3,3.87,2.68,Estimable
35,OR_2018_3,2.25,0.35,2.93,1.58,Estimable
35,OR_2019_4,1.72,0.54,2.78,0.66,Estimable
35,OR_2020_4,2.48,0.36,3.19,1.77,Estimable
35,WA_2018_3,3.61,0.31,4.22,3.01,Estimable
35,WA_2019_5,5.79,0.6,6.97,4.62,Estimable
35,WA_2020_5,4.74,0.45,5.62,3.86,Estimable
36,ID_2019_4,2.85,0.32,3.47,2.22,Estimable
36,OR_2018_3,2.16,0.36,2.86,1.46,Estimable
36,OR_2019_4,1.21,0.55,2.28,0.14,Estimable
36,OR_2020_4,1.74,0.37,2.48,1.01,Estimable
36,WA_2018_3,2.38,0.32,3.01,1.75,Estimable
36,WA_2019_5,2.06,0.6,3.25,0.88,Estimable
36,WA_2020_5,2.12,0.49,3.08,1.17,Estimable
37,ID_2019_4,2.6,0.29,3.17,2.02,Estimable
37,OR_2018_3,0.46,0.4,1.24,-0.32,Estimable
37,OR_2019_4,0.54,0.55,1.61,-0.53,Estimable
37,OR_2020_4,1.22,0.38,1.97,0.47,Estimable
37,WA_2018_3,1.97,0.32,2.6,1.34,Estimable
37,WA_2019_5,1.96,0.6,3.15,0.77,Estimable
37,WA_2020_5,2.22,0.49,3.17,1.26,Estimable
38,ID_2019_4,2.66,0.32,3.29,2.03,Estimable
38,OR_2018_3,0.74,0.36,1.45,0.04,Estimable
38,OR_2019_4,1.09,0.55,2.16,0.02,Estimable
38,OR_2020_4,1.83,0.38,2.59,1.08,Estimable
38,WA_2018_3,1.96,0.33,2.61,1.3,Estimable
38,WA_2019_5,1.35,0.38,2.1,0.61,Estimable
39,ID_2019_4,2.39,0.3,2.98,1.8,Estimable
39,OR_2018_3,0.49,0.39,1.25,-0.27,Estimable
39,OR_2019_4,-0.09,0.55,0.99,-1.16,Estimable
39,OR_2020_4,0.59,0.38,1.34,-0.16,Estimable
39,WA_2018_3,1.78,0.33,2.42,1.15,Estimable
39,WA_2019_5,1.14,0.61,2.33,-0.05,Estimable
39,WA_2020_5,1.53,0.5,2.51,0.55,Estimable
40,ID_2019_4,2.58,0.27,3.11,2.04,Estimable
40,OR_2018_3,1.3,0.34,1.98,0.63,Estimable
40,OR_2019_4,0.55,0.54,1.6,-0.51,Estimable
40,OR_2020_4,1.48,0.36,2.19,0.77,Estimable
40,WA_2018_3,2.31,0.29,2.88,1.74,Estimable
40,WA_2019_5,2.11,0.37,2.84,1.38,Estimable
40,WA_2020_5,2.43,0.41,3.24,1.62,Estimable
41,ID_2019_4,2.99,0.31,3.61,2.38,Estimable
41,OR_2018_3,2.69,0.38,3.45,1.94,Estimable
41,OR_2019_4,2.34,0.55,3.41,1.26,Estimable
41,OR_2020_4,2.59,0.38,3.33,1.85,Estimable
41,WA_2018_3,2.45,0.31,3.06,1.84,Estimable
41,WA_2019_5,2.31,0.6,3.49,1.14,Estimable
41,WA_2020_5,2.31,0.45,3.2,1.43,Estimable
42,ID_2019_4,2.4,0.3,2.99,1.82,Estimable
42,OR_2018_3,0.26,0.4,1.04,-0.52,Estimable
42,OR_2019_4,-0.16,0.55,0.91,-1.24,Estimable
42,OR_2020_4,0.64,0.38,1.39,-0.1,Estimable
42,WA_2018_3,1.69,0.31,2.29,1.1,Estimable
42,WA_2019_5,0.13,0.44,1,-0.73,Estimable
42,WA_2020_5,1.49,0.44,2.35,0.63,Estimable
43,ID_2019_4,2.38,0.27,2.92,1.85,Estimable
43,OR_2018_3,0.43,0.39,1.19,-0.33,Estimable
43,OR_2019_4,0.03,0.54,1.1,-1.04,Estimable
43,OR_2020_4,0.74,0.38,1.48,-0.01,Estimable
43,WA_2018_3,2.04,0.32,2.67,1.41,Estimable
43,WA_2019_5,1.67,0.6,2.85,0.48,Estimable
43,WA_2020_5,2,0.48,2.95,1.05,Estimable
44,ID_2019_4,3.28,0.3,3.87,2.68,Estimable
44,OR_2018_3,3.85,0.36,4.56,3.14,Estimable
44,OR_2019_4,4.35,0.54,5.42,3.28,Estimable
44,OR_2020_4,3.76,0.38,4.5,3.02,Estimable
44,WA_2018_3,3.22,0.33,3.87,2.58,Estimable
44,WA_2019_5,3.5,0.61,4.69,2.31,Estimable
44,WA_2020_5,3.18,0.51,4.17,2.18,Estimable
45,ID_2019_4,2.86,0.32,3.49,2.23,Estimable
45,OR_2018_3,2.23,0.38,2.99,1.48,Estimable
45,OR_2019_4,1.72,0.55,2.79,0.65,Estimable
45,OR_2020_4,2.23,0.39,2.99,1.47,Estimable
45,WA_2018_3,2.28,0.36,2.99,1.57,Estimable
45,WA_2019_5,1.76,0.63,2.99,0.53,Estimable
46,ID_2019_4,2.47,0.28,3.03,1.92,Estimable
46,OR_2018_3,-1.01,0.36,-0.3,-1.71,Estimable
46,OR_2019_4,-0.29,0.54,0.77,-1.36,Estimable
46,OR_2020_4,0.33,0.38,1.07,-0.41,Estimable
46,WA_2018_3,1.53,0.31,2.13,0.93,Estimable
46,WA_2019_5,0.68,0.37,1.41,-0.06,Estimable
46,WA_2020_5,1.78,0.47,2.7,0.86,Estimable
47,ID_2019_4,2.98,0.3,3.56,2.4,Estimable
47,OR_2018_3,3.17,0.39,3.93,2.42,Estimable
47,OR_2019_4,2.54,0.55,3.61,1.47,Estimable
47,OR_2020_4,2.4,0.38,3.14,1.66,Estimable
47,WA_2018_3,2.41,0.29,2.98,1.83,Estimable
47,WA_2019_5,2.43,0.37,3.16,1.7,Estimable
47,WA_2020_5,1.78,0.42,2.6,0.96,Estimable
48,ID_2019_4,2.94,0.32,3.57,2.31,Estimable
48,OR_2018_3,2,0.39,2.77,1.22,Estimable
48,OR_2019_4,2.23,0.55,3.31,1.16,Estimable
48,OR_2020_4,2.17,0.39,2.94,1.4,Estimable
48,WA_2018_3,2.26,0.33,2.91,1.6,Estimable
48,WA_2019_5,2.88,0.38,3.62,2.13,Estimable
49,ID_2019_4,2.86,0.32,3.48,2.23,Estimable
49,OR_2018_3,2.32,0.34,2.99,1.66,Estimable
49,OR_2019_4,1.4,0.54,2.47,0.34,Estimable
49,OR_2020_4,1.99,0.36,2.7,1.28,Estimable
49,WA_2018_3,2.27,0.33,2.91,1.62,Estimable
49,WA_2019_5,1.98,0.61,3.17,0.79,Estimable
49,WA_2020_5,2.03,0.51,3.03,1.03,Estimable
50,ID_2019_4,2.88,0.32,3.5,2.25,Estimable
50,OR_2018_3,2.24,0.35,2.92,1.56,Estimable
50,OR_2019_4,1.67,0.54,2.73,0.6,Estimable
50,OR_2020_4,2.02,0.37,2.74,1.31,Estimable
50,WA_2018_3,2.34,0.31,2.95,1.73,Estimable
50,WA_2019_5,3.05,0.44,3.92,2.18,Estimable
50,WA_2020_5,2.27,0.46,3.17,1.36,Estimable
51,ID_2019_4,2.89,0.32,3.52,2.25,Estimable
51,OR_2018_3,2.94,0.36,3.65,2.23,Estimable
51,OR_2019_4,1.63,0.55,2.7,0.56,Estimable
51,OR_2020_4,2.43,0.39,3.19,1.66,Estimable
51,WA_2018_3,2.37,0.33,3.03,1.72,Estimable
51,WA_2019_5,1.69,0.38,2.44,0.95,Estimable
52,ID_2019_4,2.38,0.31,2.99,1.77,Estimable
52,OR_2018_3,0.22,0.39,0.99,-0.54,Estimable
52,OR_2019_4,-0.11,0.55,0.96,-1.18,Estimable
52,OR_2020_4,0.56,0.38,1.29,-0.18,Estimable
52,WA_2018_3,1.83,0.3,2.42,1.24,Estimable
52,WA_2019_5,1.32,0.59,2.49,0.16,Estimable
52,WA_2020_5,1.72,0.41,2.53,0.91,Estimable
53,ID_2019_4,3.13,0.3,3.73,2.54,Estimable
53,OR_2018_3,2.81,0.4,3.59,2.03,Estimable
53,OR_2019_4,3.65,0.55,4.72,2.58,Estimable
53,OR_2020_4,2.97,0.38,3.72,2.22,Estimable
53,WA_2018_3,2.5,0.31,3.11,1.89,Estimable
53,WA_2019_5,2.37,0.44,3.25,1.5,Estimable
53,WA_2020_5,2.3,0.46,3.21,1.39,Estimable
54,ID_2019_4,4.34,0.3,4.94,3.75,Estimable
54,OR_2018_3,4.34,0.38,5.08,3.61,Estimable
54,OR_2019_4,6.75,0.55,7.82,5.68,Estimable
54,OR_2020_4,4.61,0.38,5.35,3.86,Estimable
54,WA_2018_3,3.54,0.32,4.17,2.9,Estimable
54,WA_2019_5,4.61,0.61,5.8,3.42,Estimable
54,WA_2020_5,3.55,0.5,4.53,2.58,Estimable
55,ID_2019_4,3.4,0.27,3.94,2.87,Estimable
55,OR_2018_3,5.18,0.29,5.76,4.6,Estimable
55,OR_2019_4,5.87,0.53,6.9,4.83,Estimable
55,OR_2020_4,4.35,0.33,5,3.7,Estimable
55,WA_2018_3,3.06,0.29,3.63,2.49,Estimable
55,WA_2019_5,4.3,0.37,5.03,3.56,Estimable
55,WA_2020_5,2.42,0.41,3.23,1.61,Estimable
56,ID_2019_4,3.84,0.31,4.44,3.24,Estimable
56,OR_2018_3,5.04,0.3,5.62,4.46,Estimable
56,OR_2019_4,7.32,0.53,8.37,6.28,Estimable
56,OR_2020_4,5.46,0.34,6.13,4.79,Estimable
56,WA_2019_5,2.74,0.39,3.5,1.98,Estimable
57,ID_2019_4,2.69,0.3,3.27,2.1,Estimable
57,OR_2018_3,0.63,0.36,1.32,-0.07,Estimable
57,OR_2019_4,0.18,0.54,1.25,-0.88,Estimable
57,OR_2020_4,0.92,0.39,1.67,0.16,Estimable
57,WA_2018_3,2.03,0.36,2.74,1.32,Estimable
57,WA_2019_5,1.96,0.63,3.19,0.73,Estimable
58,ID_2019_4,2.75,0.32,3.37,2.13,Estimable
58,OR_2018_3,3.38,0.34,4.05,2.71,Estimable
58,OR_2019_4,1.06,0.54,2.12,0,Estimable
58,OR_2020_4,1.92,0.36,2.62,1.21,Estimable
58,WA_2018_3,2.45,0.31,3.06,1.84,Estimable
58,WA_2019_5,2.12,0.6,3.3,0.95,Estimable
58,WA_2020_5,1.79,0.45,2.67,0.91,Estimable
59,ID_2019_4,2.96,0.32,3.58,2.33,Estimable
59,OR_2018_3,1.6,0.36,2.31,0.9,Estimable
59,OR_2019_4,1.6,0.55,2.67,0.54,Estimable
59,OR_2020_4,2.01,0.37,2.74,1.28,Estimable
59,WA_2018_3,2.63,0.31,3.24,2.02,Estimable
59,WA_2019_5,3.08,0.44,3.95,2.21,Estimable
59,WA_2020_5,2.97,0.46,3.87,2.06,Estimable
60,ID_2019_4,3.91,0.27,4.45,3.37,Estimable
60,OR_2018_3,3.55,0.34,4.22,2.87,Estimable
60,OR_2019_4,3.99,0.54,5.05,2.93,Estimable
60,OR_2020_4,3.21,0.36,3.92,2.5,Estimable
60,WA_2018_3,3.3,0.31,3.9,2.69,Estimable
60,WA_2019_5,3.53,0.6,4.7,2.35,Estimable
60,WA_2020_5,3.2,0.44,4.07,2.33,Estimable
61,ID_2019_4,4.41,0.3,5,3.82,Estimable
61,OR_2018_3,6,0.36,6.7,5.3,Estimable
61,OR_2019_4,5.27,0.54,6.33,4.2,Estimable
61,OR_2020_4,4.39,0.38,5.13,3.65,Estimable
61,WA_2018_3,5.22,0.32,5.85,4.58,Estimable
61,WA_2019_5,6.48,0.6,7.67,5.29,Estimable
61,WA_2020_5,5.35,0.49,6.32,4.39,Estimable
62,ID_2019_4,2.81,0.28,3.36,2.27,Estimable
62,OR_2018_3,3.34,0.39,4.09,2.58,Estimable
62,OR_2019_4,2.88,0.54,3.95,1.81,Estimable
62,OR_2020_4,2.78,0.39,3.54,2.02,Estimable
62,WA_2018_3,2.43,0.36,3.14,1.73,Estimable
62,WA_2019_5,2.28,0.63,3.51,1.06,Estimable
63,ID_2019_4,2.71,0.31,3.33,2.1,Estimable
63,OR_2018_3,2.45,0.34,3.12,1.78,Estimable
63,OR_2019_4,1.36,0.54,2.43,0.3,Estimable
63,OR_2020_4,2.12,0.36,2.83,1.41,Estimable
63,WA_2018_3,2.34,0.31,2.94,1.73,Estimable
63,WA_2019_5,2.16,0.6,3.33,0.99,Estimable
63,WA_2020_5,2.2,0.44,3.06,1.33,Estimable
64,ID_2019_4,3.41,0.31,4.02,2.79,Estimable
64,OR_2018_3,3.92,0.38,4.65,3.18,Estimable
64,OR_2019_4,4.21,0.55,5.29,3.14,Estimable
64,OR_2020_4,3.43,0.37,4.16,2.69,Estimable
64,WA_2018_3,2.89,0.31,3.5,2.28,Estimable
64,WA_2019_5,3.03,0.6,4.21,1.86,Estimable
64,WA_2020_5,2.47,0.44,3.35,1.6,Estimable
65,ID_2019_4,3.92,0.27,4.46,3.38,Estimable
65,OR_2018_3,3.63,0.37,4.36,2.91,Estimable
65,OR_2019_4,4.94,0.54,6,3.87,Estimable
65,OR_2020_4,4.07,0.38,4.8,3.33,Estimable
65,WA_2018_3,2.75,0.29,3.33,2.18,Estimable
65,WA_2019_5,2.68,0.37,3.41,1.95,Estimable
65,WA_2020_5,2.83,0.42,3.65,2,Estimable
66,ID_2019_4,4.29,0.32,4.91,3.67,Estimable
66,OR_2018_3,6.11,0.36,6.81,5.42,Estimable
66,OR_2019_4,7.32,0.54,8.39,6.25,Estimable
66,OR_2020_4,5.14,0.38,5.88,4.4,Estimable
66,WA_2018_3,3.41,0.33,4.06,2.77,Estimable
66,WA_2019_5,4.3,0.61,5.5,3.11,Estimable
66,WA_2020_5,2.74,0.51,3.74,1.75,Estimable
67,ID_2019_4,3.48,0.32,4.11,2.86,Estimable
67,OR_2018_3,4.79,0.39,5.55,4.04,Estimable
67,OR_2019_4,4.51,0.55,5.58,3.44,Estimable
67,OR_2020_4,3.58,0.38,4.32,2.85,Estimable
